mot,score_brut,score_positivite
souriants,1.7,0.425
sourient,1.5,0.375
souriez,1.5,0.375
sourions,1.5,0.375
sourire,1.5,0.375
sourires,2.1,0.525
souris,1.5,0.375
sourit,1.5,0.375
sournois,-0.9,0.0
sournoise,-0.9,0.0
sournoises,-0.9,0.0
sous,0.2,0.05
sous-doue,-1.6,0.0
sous-douee,-1.6,0.0
sous-douees,-1.6,0.0
sous-doues,-1.6,0.0
sous-estime,-1.1,0.0
sous-estiment,-1.1,0.0
sous-estimer,-1.2,0.0
sous-estimes,-1.1,0.0
sous-estimez,-1.1,0.0
sous-estimons,-1.1,0.0
sous-estimee,-1.1,0.0
sous-estimees,-1.1,0.0
soutenant,0.1,0.025
soutenez,1.5,0.375
soutenir,1.7,0.425
soutenons,1.5,0.375
soutenu,0.1,0.025
soutenue,0.1,0.025
soutenues,1.3,0.325
soutenus,1.3,0.325
soutien,0.7,0.175
soutiennent,1.5,0.375
soutiens,-0.1,0.0
soutient,-0.1,0.0
soul,-1.4,0.0
soules,-1.4,0.0
souls,-1.4,0.0
spam,-1.5,0.0
spammer,-0.8,0.0
spammers,-1.6,0.0
spammeur,-2.2,0.0
spammeurs,-1.6,0.0
spammeuse,-2.2,0.0
spammeuses,-1.6,0.0
splash,-1.0,0.0
splendeur,1.2,0.3
splendeurs,2.0,0.5
splendide,2.8,0.7
splendidement,2.1,0.525
splendides,2.8,0.7
special,1.7,0.425
speciale,1.7,0.425
speciales,1.7,0.425
speciaux,1.7,0.425
speculatif,0.4,0.1
speculatifs,0.4,0.1
speculative,0.4,0.1
speculatives,0.4,0.1
stable,1.2,0.3
stables,1.2,0.3
stimulant,1.9,0.475
stimulante,1.9,0.475
stimulantes,1.9,0.475
stimulants,1.9,0.475
stimule,0.9,0.225
stimulent,1.0,0.25
stimuler,0.9,0.225
stimulez,1.0,0.25
stimulons,1.0,0.25
stimulee,0.9,0.225
stimulees,0.9,0.225
stimules,0.9,0.225
stop,-1.2,0.0
stope,-0.9,0.0
stopent,-0.6,0.0
stopes,-0.9,0.0
stopez,-0.6,0.0
stopons,-0.6,0.0
stoppe,-0.9,0.0
stoppent,-0.6,0.0
stopper,-1.2,0.0
stoppes,-0.9,0.0
stoppez,-0.6,0.0
stoppons,-0.6,0.0
stoppee,-0.9,0.0
stoppees,-0.9,0.0
stopee,-0.9,0.0
stopees,-0.9,0.0
stp,1.3,0.325
stress,-1.8,0.0
stressant,-2.3,0.0
stressante,-2.3,0.0
stressantes,-2.3,0.0
stressants,-2.3,0.0
stresse,-1.4,0.0
stressent,-2.0,0.0
stresses,-1.4,0.0
stressez,-2.0,0.0
stressons,-2.0,0.0
stressee,-1.4,0.0
stressees,-1.4,0.0
stupide,-0.4,0.0
stupidement,-2.0,0.0
stupides,-0.2,0.0
stupidite,-0.6,0.0
stupidites,-2.0,0.0
stupefait,-0.5,0.0
stupefaite,-1.0,0.0
stupefaites,-1.0,0.0
stupefaits,-1.0,0.0
stupefiant,1.8,0.45
stupefie,1.8,0.45
stupefier,1.7,0.425
stupefies,2.1,0.525
stupefiee,1.8,0.45
stereotype,-1.2,0.0
stereotyper,-1.3,0.0
stereotypee,-1.2,0.0
stereotypees,-1.2,0.0
stereotypes,-1.2,0.0
suave,2.0,0.5
suaves,2.0,0.5
submerge,0.2,0.05
submergent,-0.8,0.0
submerger,-0.7,0.0
submerges,0.2,0.05
submergez,-0.8,0.0
submergee,0.2,0.05
submergees,0.2,0.05
substantiel,0.8,0.2
substantielle,0.8,0.2
substantielles,0.8,0.2
substantiels,0.8,0.2
subtilite,1.2,0.3
subversif,-0.9,0.0
subversifs,-0.9,0.0
subversive,-0.9,0.0
subversives,-0.9,0.0
successeur,0.9,0.225
successeurs,1.1,0.275
successeuse,0.9,0.225
succession,0.8,0.2
successions,0.1,0.025
succeusseuses,1.1,0.275
succulent,0.8,0.2
succulente,0.8,0.2
succulentes,0.8,0.2
succulents,0.8,0.2
succes,2.2,0.55
suce,-2.0,0.0
sucent,-1.5,0.0
sucer,-1.9,0.0
suces,-2.0,0.0
suceur,-1.2,0.0
suceurs,-1.1,0.0
suceuse,-1.2,0.0
suceuses,-1.1,0.0
sucez,-1.5,0.0
sucrerie,2.2,0.55
sucreries,2.2,0.55
sucre,2.0,0.5
sucree,2.0,0.5
sucrees,2.0,0.5
sucres,2.0,0.5
sucee,-2.0,0.0
sucees,-2.0,0.0
suffisance,-1.7,0.0
suffisances,-1.7,0.0
suffoquer,-1.4,0.0
suffoque,-1.4,0.0
suffoquee,-1.4,0.0
suffoquees,-1.4,0.0
suffoques,-1.4,0.0
suicidaire,-3.5,0.0
suicidaires,-3.5,0.0
suicide,-3.5,0.0
suicider,-3.5,0.0
super,1.0,0.25
superbe,1.5,0.375
superbement,2.3,0.575
superbes,1.5,0.375
supercherie,-1.9,0.0
supplice,-2.9,0.0
suppleant,1.5,0.375
suppleante,1.5,0.375
suppleantes,1.0,0.25
suppleants,1.0,0.25
supporter,1.1,0.275
supporters,1.9,0.475
supportif,1.2,0.3
supportifs,1.2,0.3
supportive,1.2,0.3
supportives,1.2,0.3
supremo,1.9,0.475
supremos,1.3,0.325
supremaciste,0.5,0.125
supremacistes,-1.0,0.0
suprematie,0.2,0.05
suprematies,0.8,0.2
suprematistes,0.4,0.1
supreme,2.6,0.65
supremement,2.7,0.675
supremes,2.6,0.65
superieur,2.5,0.625
superieure,2.5,0.625
superieurement,2.2,0.55
superieures,2.5,0.625
superieurs,0.5,0.125
superiorite,1.4,0.35
superiorites,0.8,0.2
surcharger,-1.5,0.0
surligner,1.4,0.35
surpoids,-1.5,0.0
surprenant,1.1,0.275
surprenante,1.1,0.275
surprenantes,1.1,0.275
surprenants,1.1,0.275
surprend,0.9,0.225
surprendre,1.1,0.275
surprends,0.9,0.225
surprenez,0.9,0.225
surprennent,0.9,0.225
surprenons,0.9,0.225
surpris,0.9,0.225
surprise,0.5,0.125
surprises,0.5,0.125
surreaction,-0.7,0.0
surreagi,-1.7,0.0
surreagie,-1.7,0.0
surreagies,-1.7,0.0
surreagir,-1.0,0.0
surreagis,-0.8,0.0
surreagissent,-2.2,0.0
surreagissez,-2.2,0.0
surreagit,-2.2,0.0
survend,0.3,0.075
survendent,0.3,0.075
survendez,0.3,0.075
survendre,-0.9,0.0
survends,0.3,0.075
survente,-0.8,0.0
survivant,1.5,0.375
survivante,1.5,0.375
survecu,2.3,0.575
susceptible,-0.9,0.0
susceptibles,-0.9,0.0
suspect,-1.2,0.0
suspectant,-0.7,0.0
suspecte,-0.9,0.0
suspectent,-1.4,0.0
suspecter,-0.9,0.0
suspectes,-0.9,0.0
suspectez,-1.4,0.0
suspectons,-1.4,0.0
suspectee,-0.9,0.0
suspectees,-0.9,0.0
suspendre,-1.3,0.0
suspendu,-2.1,0.0
suspendue,-2.1,0.0
suspendues,-2.1,0.0
suspendus,-2.1,0.0
suspicieuse,-1.5,0.0
suspicieusement,-1.7,0.0
suspicieuses,-1.5,0.0
suspicieux,-1.5,0.0
suspicion,-1.6,0.0
suspicions,-1.5,0.0
sucons,-1.5,0.0
svp,1.3,0.325
sympathie,1.5,0.375
securisation,0.2,0.05
securisations,0.1,0.025
securiser,1.4,0.35
securise,1.4,0.35
securisee,1.4,0.35
securisees,1.4,0.35
securises,1.4,0.35
securite,0.5,0.125
securites,1.2,0.3
seditieuse,-1.7,0.0
seditieuses,-1.7,0.0
seditieux,-1.7,0.0
sedition,-1.8,0.0
seduit,-1.5,0.0
seduite,-1.5,0.0
seduites,-1.5,0.0
seduits,-1.5,0.0
semillant,1.0,0.25
semillante,1.0,0.25
semillantes,1.0,0.25
semillants,1.0,0.25
serieuse,-0.1,0.0
serieusement,-0.7,0.0
serieuses,-0.1,0.0
serieux,-0.6,0.0
seriosite,-0.2,0.0
serenite,1.7,0.425
serenites,1.6,0.4
severe,-0.8,0.0
severement,-2.0,0.0
severes,-0.8,0.0
sur,0.4,0.1
sure,0.7,0.175
surement,1.9,0.475
sures,0.7,0.175
surete,0.5,0.125
suretes,1.3,0.325
surs,0.7,0.175
tabarnac,-2.5,0.0
tabernacle,-2.5,0.0
tache,-1.5,0.0
tafiole,-2.1,0.0
taillade,-0.9,0.0
tailladent,-0.8,0.0
taillader,-1.1,0.0
taillades,-0.9,0.0
tailladez,-0.8,0.0
tailladons,-0.8,0.0
tailladee,-0.9,0.0
tailladees,-0.9,0.0
talent,1.8,0.45
talents,2.0,0.5
talentueuse,2.3,0.575
talentueuses,2.3,0.575
talentueux,2.3,0.575
tantouze,-2.1,0.0
tapette,-1.1,0.0
tapettes,-3.2,0.0
tapin,-3.3,0.0
tapir,-0.8,0.0
tapis,-0.9,0.0
tapissent,-0.9,0.0
tapissez,-0.9,0.0
tapit,-0.9,0.0
taquin,1.3,0.325
taquinant,-0.3,0.0
taquine,1.2,0.3
taquinent,-1.2,0.0
taquiner,-1.3,0.0
taquines,1.2,0.3
taquinez,-1.2,0.0
taquinons,-1.2,0.0
taquinee,1.2,0.3
taquinees,1.2,0.3
tarlouze,-2.1,0.0
tchao,1.2,0.3
teaser,-1.0,0.0
teasers,-0.7,0.0
temps de paix,2.2,0.55
tempere,-1.3,0.0
temperent,-1.3,0.0
temperes,-1.3,0.0
temperament,-1.8,0.0
temperaments,-1.3,0.0
temperer,-1.8,0.0
temperez,-1.3,0.0
temperons,-1.3,0.0
tenace,-0.2,0.0
tenaces,-0.2,0.0
tendance,0.9,0.225
tendre,0.8,0.2
tendrement,0.9,0.225
tendres,0.8,0.2
tendresse,0.9,0.225
tendresses,0.9,0.225
tendu,-1.4,0.0
tendue,-1.4,0.0
tendues,-1.4,0.0
tendus,-1.4,0.0
tension,-1.5,0.0
tensions,-1.7,0.0
terreur,-0.7,0.0
terreurs,-0.7,0.0
terrible,-0.5,0.0
terriblement,-0.9,0.0
terribles,-1.1,0.0
terrifiant,-0.6,0.0
terrifiante,-1.4,0.0
terrifiantes,-1.4,0.0
terrifiants,-1.4,0.0
terrifie,-3.0,0.0
terrifient,-2.6,0.0
terrifier,-2.3,0.0
terrifies,-3.0,0.0
terrifiez,-2.6,0.0
terrifions,-2.6,0.0
terrifiee,-3.0,0.0
terrifiees,-3.0,0.0
terrorisant,-3.0,0.0
terrorisante,-3.0,0.0
terrorisants,-1.5,0.0
terrorisation,-2.7,0.0
terrorise,-3.3,0.0
terrorisent,-3.3,0.0
terroriser,-1.1,0.0
terrorises,-3.3,0.0
terrorisez,-3.3,0.0
terrorisme,-3.6,0.0
terrorismes,-3.2,0.0
terrorisons,-3.3,0.0
terroriste,-3.7,0.0
terroristes,-3.1,0.0
terrorisee,-3.3,0.0
terrorisees,-3.3,0.0
teuf,1.6,0.4
teufs,1.6,0.4
thriller,0.4,0.1
thrillers,0.1,0.025
timide,-0.5,0.0
timidement,-0.3,0.0
timides,-0.5,0.0
timidite,-0.7,0.0
timidites,-0.3,0.0
timore,-0.8,0.0
timoree,-0.8,0.0
timorees,-0.8,0.0
timores,-0.8,0.0
tirer,-1.4,0.0
tolerance,1.2,0.3
tolerances,0.3,0.075
tolerant,0.6,0.15
tolerante,0.6,0.15
tolerantes,0.6,0.15
tolerants,0.6,0.15
tombal,-0.7,0.0
tombale,-0.7,0.0
tombales,-0.7,0.0
tombals,-0.7,0.0
tombant,-0.3,0.0
tombante,-0.8,0.0
tombantes,-0.8,0.0
tombants,-0.8,0.0
tombe,-1.5,0.0
tombes,-0.6,0.0
top,0.4,0.1
tops,2.3,0.575
toquade,0.6,0.15
torche,-3.2,0.0
torchee,-3.2,0.0
torchees,-3.2,0.0
torches,-3.2,0.0
tordu,-1.4,0.0
tordue,-1.4,0.0
tordues,-1.4,0.0
tordus,-1.4,0.0
tort,-1.5,0.0
torturant,-3.0,0.0
torture,-0.7,0.0
torturer,-1.4,0.0
tortures,-0.7,0.0
tortureur,-2.3,0.0
tortureurs,-3.5,0.0
tortureuse,-2.3,0.0
tortureuses,-3.5,0.0
torturez,-0.5,0.0
torturons,-2.5,0.0
torturee,-0.7,0.0
torturees,-0.7,0.0
totalitaire,-2.1,0.0
totalitarisme,-2.7,0.0
toupet,-0.4,0.0
tourment,-1.9,0.0
tourmentant,-1.5,0.0
tourmente,-2.3,0.0
tourmenter,-2.1,0.0
tourmentes,-2.4,0.0
tourments,-1.9,0.0
tourmentee,-2.3,0.0
tournevis,0.3,0.075
trafiquant,-2.1,0.0
trafiquante,-2.1,0.0
trafiquantes,-1.4,0.0
trafiquants,-1.4,0.0
trafique,-1.7,0.0
trafiquent,-1.7,0.0
trafiques,-1.7,0.0
trafiquez,-1.7,0.0
trafiquons,-1.7,0.0
tragicomique,-0.2,0.0
tragicomedie,0.2,0.05
tragique,-2.0,0.0
tragiquement,-2.7,0.0
tragiques,-2.0,0.0
tragedie,-3.4,0.0
tragedien,-0.5,0.0
tragedienne,-0.5,0.0
tragediennes,-1.0,0.0
tragediens,-1.0,0.0
tragedies,-1.9,0.0
trahi,-3.0,0.0
trahie,-3.0,0.0
trahir,-3.2,0.0
trahis,-2.5,0.0
trahison,-0.9,0.0
trahit,-2.5,0.0
traiter,1.7,0.425
tranquiliser,-0.2,0.0
tranquiliseur,-0.1,0.0
tranquiliseurs,-0.4,0.0
tranquilise,-0.2,0.0
tranquilisee,-0.2,0.0
tranquilisees,-0.2,0.0
tranquilises,-0.2,0.0
tranquilite,1.8,0.45
tranquilites,1.5,0.375
tranquille,0.1,0.025
tranquillement,2.4,0.6
tranquilles,0.1,0.025
tranquillite,1.8,0.45
transfuge,-1.3,0.0
transfuges,-1.3,0.0
transparence,1.4,0.35
traquillement,1.2,0.3
traumatique,-2.7,0.0
traumatiques,-2.7,0.0
traumatisant,-2.7,0.0
traumatisante,-2.7,0.0
traumatisantes,-2.7,0.0
traumatisants,-2.7,0.0
traumatise,-2.4,0.0
traumatisent,-2.2,0.0
traumatiser,-2.8,0.0
traumatises,-2.4,0.0
traumatisez,-2.2,0.0
traumatisme,-1.8,0.0
traumatismes,-2.2,0.0
traumatisons,-2.2,0.0
traumatisee,-2.4,0.0
traumatisees,-2.4,0.0
trainasser,-1.7,0.0
trainasse,-1.4,0.0
trainer,-0.5,0.0
traine,-0.1,0.0
trainee,-0.2,0.0
trainees,-0.2,0.0
traines,-0.2,0.0
traitre,-2.7,0.0
traitreuse,-2.7,0.0
traitreusement,-2.5,0.0
traitreuses,-2.7,0.0
traitreux,-2.7,0.0
tremblant,-1.0,0.0
tremblante,-1.0,0.0
tremblantes,-1.0,0.0
tremblants,-1.0,0.0
tremble,-1.1,0.0
tremblent,-0.1,0.0
trembler,-1.1,0.0
trembles,-1.1,0.0
tremblez,-0.1,0.0
tremblons,-0.1,0.0
tremblotant,-0.6,0.0
tremblotante,-0.6,0.0
tremblotantes,-0.6,0.0
tremblotants,-0.6,0.0
tremblee,-1.1,0.0
tremblees,-1.1,0.0
trichant,-2.6,0.0
tricher,-2.0,0.0
triches,-1.8,0.0
tricheur,-2.5,0.0
tricheurs,-1.9,0.0
tricheuse,-2.5,0.0
tricheuses,-1.9,0.0
triche,-2.3,0.0
trichee,-2.3,0.0
triomphal,2.0,0.5
triomphalement,2.3,0.575
triomphales,1.0,0.25
triomphalisme,1.9,0.475
triomphalismes,1.9,0.475
triomphaliste,0.5,0.125
triomphalistes,0.9,0.225
triomphals,2.0,0.5
triomphant,1.2,0.3
triomphante,2.4,0.6
triomphantes,2.4,0.6
triomphants,2.4,0.6
triomphe,1.0,0.25
triomphent,2.0,0.5
triompher,2.1,0.525
triomphes,2.2,0.55
triomphez,2.0,0.5
triomphons,2.0,0.5
triomphee,2.2,0.55
triomphees,2.2,0.55
triompe,2.2,0.55
triste,-2.1,0.0
tristement celebre,-1.9,0.0
tristement,-0.8,0.0
tristes,-2.1,0.0
tristesse,-0.9,0.0
trivialite,-0.5,0.0
trivialites,-1.0,0.0
trivium,-0.3,0.0
trompe,-2.3,0.0
tromper,-1.0,0.0
trompes,-1.6,0.0
trompeur,-0.5,0.0
trompeurs,-0.7,0.0
trompeuse,-0.5,0.0
trompeuses,-0.5,0.0
trompee,-2.3,0.0
troublant,-2.5,0.0
troublante,-2.5,0.0
troublantes,-2.5,0.0
troublants,-2.5,0.0
trouble-fete,-2.1,0.0
trouble,-2.0,0.0
troublee,-2.0,0.0
troublees,-2.0,0.0
troubles,-2.0,0.0
trouduc,-2.8,0.0
trouducs,-2.8,0.0
trouillard,-2.0,0.0
truquer,-0.5,0.0
truque,-1.5,0.0
truquee,-1.5,0.0
truquees,-1.5,0.0
truques,-1.5,0.0
tresor,1.2,0.3
tresorerie,0.8,0.2
tresoreries,0.9,0.225
tresors,1.8,0.45
tuant,-3.4,0.0
tuante,-3.4,0.0
tuantes,-3.4,0.0
tuants,-3.4,0.0
tuent,-2.5,0.0
tuer,-3.7,0.0
tueries,-3.5,0.0
tues,-3.5,0.0
tueur,-3.3,0.0
tueurs,-3.3,0.0
tueuse,-3.3,0.0
tueuses,-3.3,0.0
tuez,-2.5,0.0
tumeur,-1.6,0.0
turlupine,-1.7,0.0
turlupinent,-1.1,0.0
turlupiner,-1.5,0.0
turlupines,-1.7,0.0
turlupineur,-1.8,0.0
turlupineurs,-1.5,0.0
turlupineuse,-1.5,0.0
turlupineuses,-1.8,0.0
turlupinez,-1.1,0.0
turlupinee,-1.7,0.0
turlupinees,-1.7,0.0
tue,-3.5,0.0
tuee,-3.5,0.0
tuees,-3.5,0.0
tyrannisant,-2.9,0.0
tyranniser,-2.2,0.0
temeraire,-0.8,0.0
temeraires,-0.7,0.0
tenacite,-0.2,0.0
tenacites,0.3,0.075
tenebres,-1.0,0.0
tetu,-0.6,0.0
tetue,-0.6,0.0
tetues,-0.6,0.0
tetus,-0.6,0.0
ugh,-1.8,0.0
uni,1.8,0.45
unie,1.8,0.45
unies,1.8,0.45
unifie,1.6,0.4
unifiee,1.6,0.4
unifiees,1.6,0.4
unifies,1.6,0.4
unique,1.8,0.45
unis,1.8,0.45
urgence,-1.6,0.0
urgent,0.8,0.2
urgente,0.8,0.2
urgentes,0.8,0.2
urgents,0.8,0.2
urinoir,-0.8,0.0
use,-1.2,0.0
usee,-1.2,0.0
usees,-1.2,0.0
uses,-1.2,0.0
utile,0.9,0.225
utilement,1.8,0.45
utiles,0.9,0.225
utilite,1.2,0.3
v,-2.4,0.0
v.v,-2.9,0.0
vacance,1.7,0.425
vacances,1.7,0.425
vacillant,-0.6,0.0
vacillante,-0.6,0.0
vacillantes,-0.6,0.0
vacillants,-0.6,0.0
vague,-0.4,0.0
vaillamment,2.3,0.575
vaillance,2.2,0.55
vaillant,1.7,0.425
vaillante,1.7,0.425
vaillantes,1.7,0.425
vaillants,1.7,0.425
vain,-1.8,0.0
vainc,-1.3,0.0
vaincra,-0.7,0.0
vaincrai,-1.3,0.0
vaincrez,-1.3,0.0
vaincs,-1.3,0.0
vaincu,-2.1,0.0
vaincue,-2.1,0.0
vaincues,-2.1,0.0
vaincus,-2.1,0.0
vainqueur,-0.7,0.0
vainqueurs,-0.7,0.0
valeur,0.5,0.125
valeurs,1.7,0.425
validant,1.4,0.35
valide,0.9,0.225
valident,1.4,0.35
valider,1.5,0.375
valides,0.9,0.225
validez,1.4,0.35
validons,1.4,0.35
validee,0.9,0.225
validees,0.9,0.225
valoir,0.9,0.225
vandale,-1.5,0.0
vandales,-1.1,0.0
vandalisme,-2.1,0.0
vaniteuse,-1.8,0.0
vaniteuses,-1.8,0.0
vaniteux,-1.8,0.0
vanite,-0.9,0.0
vanne,-0.1,0.0
vaurien,-2.6,0.0
vaurienne,-2.6,0.0
vauriens,-1.7,0.0
vautour,-2.0,0.0
vautours,-1.3,0.0
venge,-0.9,0.0
vengeance,-2.4,0.0
vengent,-1.9,0.0
vengeons,-1.9,0.0
venger,-2.4,0.0
vengera,-1.9,0.0
vengerai,-1.9,0.0
vengerais,-1.9,0.0
vengeresse,-2.4,0.0
vengeresses,-2.4,0.0
vengerons,-1.9,0.0
venges,-0.9,0.0
vengeur,-2.4,0.0
vengeurs,-2.4,0.0
vengez,-1.9,0.0
vengee,-0.9,0.0
vengees,-0.9,0.0
venimeuse,-2.7,0.0
venimeuses,-2.7,0.0
venimeux,-2.7,0.0
verdict,0.6,0.15
verdites,0.3,0.075
verser,0.1,0.025
verse,0.1,0.025
versee,0.1,0.025
versees,0.1,0.025
verses,0.1,0.025
vertu,0.9,0.225
vertueuse,2.4,0.6
vertueusement,1.8,0.45
vertueuses,2.4,0.6
vertueux,2.4,0.6
vertus,1.5,0.375
veuf,-2.1,0.0
veufs,-2.1,0.0
veuve,-2.1,0.0
veuves,-2.1,0.0
vexant,-2.0,0.0
vexante,-2.0,0.0
vexantes,-2.0,0.0
vexants,-2.0,0.0
vexation,-1.9,0.0
vexe,-2.4,0.0
vexent,-1.4,0.0
vexer,-2.4,0.0
vexes,-2.4,0.0
vexez,-1.4,0.0
vexons,-1.4,0.0
vexee,-2.4,0.0
vexees,-2.4,0.0
vicieuse,-1.5,0.0
vicieusement,-1.3,0.0
vicieuses,-1.5,0.0
vicieux,-1.5,0.0
victime,-1.1,0.0
victimes,-1.1,0.0
victimise,-1.5,0.0
victimisent,-1.2,0.0
victimiser,-1.1,0.0
victimises,-1.5,0.0
victimisez,-1.2,0.0
victimisons,-1.2,0.0
victimisee,-1.5,0.0
victimisees,-1.5,0.0
victoire,2.8,0.7
vidant,-0.6,0.0
vide,-0.3,0.0
vides,-1.5,0.0
videe,-1.5,0.0
videes,-1.5,0.0
vif,0.2,0.05
vifs,0.5,0.125
vigilant,0.7,0.175
vigilante,0.7,0.175
vigilantes,0.7,0.175
vigilants,0.7,0.175
vigoureusement,0.2,0.05
vigueur,1.1,0.275
vigueurs,1.0,0.25
vil,-3.1,0.0
vilain,-1.2,0.0
vilaine,-1.2,0.0
vilaines,-1.2,0.0
vilains,-1.2,0.0
vile,-3.1,0.0
vilenie,-2.6,0.0
vilenies,-2.6,0.0
viles,-3.1,0.0
vils,-3.1,0.0
vindicatif,-2.4,0.0
vindicatifs,-2.4,0.0
vindicative,-2.4,0.0
vindicatives,-2.4,0.0
viol,-3.7,0.0
violateur,-2.4,0.0
violateurs,-1.9,0.0
violateuse,-2.4,0.0
violateuses,-1.9,0.0
violation,-1.1,0.0
violations,-2.4,0.0
viole,-3.6,0.0
violemment,-2.8,0.0
violence,-3.1,0.0
violent,-1.4,0.0
violente,-2.9,0.0
violentes,-2.9,0.0
violents,-2.9,0.0
violer,-3.7,0.0
violes,-3.6,0.0
violeur,-3.9,0.0
violeurs,-3.3,0.0
violeuse,-3.9,0.0
violeuses,-3.3,0.0
violez,-3.5,0.0
violons,-3.5,0.0
violee,-3.6,0.0
violees,-3.6,0.0
virer,-2.6,0.0
virtuose,1.0,0.25
virtuoses,1.8,0.45
virtuosite,2.1,0.525
virulent,-1.4,0.0
virulente,-1.4,0.0
virulentes,-1.4,0.0
virulents,-1.4,0.0
vire,-2.6,0.0
viree,-2.6,0.0
virees,-2.6,0.0
vires,-2.6,0.0
vision,1.0,0.25
visionnaire,2.4,0.6
visionnaires,2.4,0.6
visions,0.9,0.225
vital,1.2,0.3
vitale,1.2,0.3
vitalement,1.1,0.275
vitales,1.2,0.3
vitalisation,1.6,0.4
vitalisations,0.8,0.2
vitalite,0.6,0.15
vitalites,0.5,0.125
vitamine,1.2,0.3
vitaux,1.2,0.3
vivace,1.8,0.45
vivaces,1.8,0.45
vivant,0.8,0.2
vivante,1.9,0.475
vivantes,1.9,0.475
vivants,1.9,0.475
vive,0.2,0.05
vives,0.5,0.125
vivifiant,2.1,0.525
vivifiante,2.1,0.525
vivifiantes,2.1,0.525
vivifiants,2.1,0.525
vivifie,0.8,0.2
vivifient,2.1,0.525
vivifier,0.8,0.2
vivifies,0.8,0.2
vivifiez,2.1,0.525
vivifiee,0.8,0.2
vivifiees,0.8,0.2
vol,-2.0,0.0
volable,-1.7,0.0
vole,-2.2,0.0
volent,-2.3,0.0
voler,-2.2,0.0
voles,-2.2,0.0
voleur,-2.4,0.0
voleurs,-2.2,0.0
voleuse,-2.2,0.0
voleuses,-2.4,0.0
volez,-2.3,0.0
volons,-2.3,0.0
volontier,1.4,0.35
volontiers,0.7,0.175
vols,-2.1,0.0
volee,-2.2,0.0
volees,-2.2,0.0
vomi,-0.9,0.0
vomie,-0.6,0.0
vomies,-1.8,0.0
vomir,-2.4,0.0
vomis,-0.5,0.0
vomissent,-0.9,0.0
vomissez,-0.9,0.0
vomissons,-1.9,0.0
vomit,-0.9,0.0
vouloir,0.3,0.075
voyou,-0.8,0.0
voyous,-0.6,0.0
voyoux,-2.2,0.0
vraiment,1.9,0.475
vulgaire,-2.0,0.0
vulgairement,-2.2,0.0
vulgaires,-2.0,0.0
vulgarise,0.5,0.125
vulgariser,0.5,0.125
vulgarises,0.5,0.125
vulgarisez,0.5,0.125
vulnerabilite,-0.9,0.0
vulnerabilites,-0.6,0.0
vulnerable,-0.9,0.0
vulnerablement,-1.2,0.0
vulnerables,-0.9,0.0
vener,-3.2,0.0
venere,1.1,0.275
veneres,1.1,0.275
veneneuse,-2.7,0.0
veneneuses,-2.7,0.0
veneneux,-2.7,0.0
venerant,2.7,0.675
venerer,1.2,0.3
veneree,1.1,0.275
venerees,1.1,0.275
veridique,2.0,0.5
veridiques,2.0,0.5
veritable,2.8,0.7
veritables,2.8,0.7
verite,1.3,0.325
verites,1.8,0.45
weirdo,-1.8,0.0
weirdos,-1.1,0.0
woohoo,2.3,0.575
wow,2.8,0.7
x-d,2.6,0.65
x-p,1.7,0.425
xd,2.8,0.7
xp,1.6,0.4
yay,2.4,0.6
yeah,1.2,0.3
yeees,1.7,0.425
yep,1.2,0.3
yes,1.7,0.425
yummy,2.4,0.6
zinzin,-1.8,0.0
zinzins,-1.8,0.0
zouave,-1.7,0.0
zut,-3.6,0.0
zelote,-1.9,0.0
zelotes,-0.8,0.0
zele,0.5,0.125
zelee,0.5,0.125
zelees,0.5,0.125
zeles,0.5,0.125
{:,1.8,0.45
|-0,-1.2,0.0
|-:,-0.8,0.0
|-:>,-1.6,0.0
|-o,-1.2,0.0
|:,-0.5,0.0
|;-),2.2,0.55
|=,-0.4,0.0
|^:,-1.1,0.0
|o:,-0.9,0.0
||-:,-2.3,0.0
}:(,-1.0,0.0
}:),0.4,0.1
}:-(,-2.1,0.0
}:-),0.3,0.075
}:,-2.1,0.0
ame soeur,2.9,0.725
ame,0.7,0.175
ane,-1.8,0.0
anes,-2.8,0.0
ebranle,-1.8,0.0
ebranlees,-0.9,0.0
ebranles,-1.8,0.0
echappe,0.5,0.125
echapper,0.7,0.175
echappes,0.5,0.125
echappez,0.5,0.125
echauffement,0.4,0.1
echauffements,0.8,0.2
echec,-1.8,0.0
echecs,-1.8,0.0
eclairant,2.3,0.575
eclairante,2.3,0.575
eclairantes,2.3,0.575
eclairants,2.3,0.575
eclairci,2.1,0.525
eclaircie,2.1,0.525
eclaircir,1.9,0.475
eclaircissant,1.0,0.25
eclaircissants,1.0,0.25
eclaire,2.2,0.55
eclairer,2.3,0.575
eclaires,2.2,0.55
eclairez,1.7,0.425
eclairons,1.7,0.425
eclairee,2.2,0.55
eclairees,2.2,0.55
eclat,1.4,0.35
eclatant,2.1,0.525
eclatante,2.1,0.525
eclatantes,2.1,0.525
eclatants,2.1,0.525
eclats,0.4,0.1
ecoeurant,-2.4,0.0
ecoeurante,-2.4,0.0
ecoeurantes,-2.4,0.0
ecoeurants,-2.4,0.0
ecoeure,-2.0,0.0
ecoeurent,-2.0,0.0
ecoeurer,-2.0,0.0
ecoeures,-2.0,0.0
ecoeurez,-2.0,0.0
ecrasant,-1.5,0.0
ecrase,-1.8,0.0
ecrases,-1.8,0.0
ecrasee,-0.9,0.0
edente,-1.4,0.0
edentee,-1.4,0.0
